00.000, 0.177	
01.795, 0.206	
03.590, 0.239	
05.385, 0.615	
07.179, 1.217	
08.974, 0.392	
10.769, 0.205	
12.564, 0.136	
14.359, 0.115	
16.154, 0.153	
17.949, 0.173	
19.744, 0.163	
21.538, 0.197	
23.333, 0.584	
25.128, 1.141	
26.923, 0.310	
28.718, 0.121	
30.513, 0.105	
32.308, 0.154	
34.103, 0.141	
35.897, 0.153	
37.692, 0.176	
39.487, 0.248	
41.282, 1.377	
43.077, 1.361	
44.872, 0.267	
46.667, 0.232	
48.462, 0.121	
50.256, 0.115	
52.051, 0.116	
53.846, 0.171	
55.641, 0.170	
57.436, 0.267	
59.231, 1.384	
61.026, 0.949	
62.821, 0.300	
64.615, 0.152	
66.410, 0.170	
68.205, 0.143	
70.000, 0.144	
