1995	12	27	12	55	1
1995	12	22	13	26	29
1995	12	9	19	54	26
1995	11	25	5	29	31
1995	11	13	3	10	47
1995	10	1	2	42	1
1995	9	9	7	38	38
1995	8	24	21	54	35
1995	8	17	16	39	2
1995	8	6	4	38	9
1995	8	5	17	14	10
1995	7	11	18	38	41
1995	7	9	18	20	9
1995	7	7	17	33	37
1995	6	9	9	28	38
1995	4	2	12	32	38
1995	2	16	13	5	47
1995	1	18	10	17	26
1995	1	10	21	8	41
1995	1	2	20	41	38
